id	port_status	implementation	legacy_field	legacy_class	old_texture	new_texture	old_zh_cn	new_zh_cn	legacy_block_item	initializer
gem_sodalite	formal	HbmItems	gem_sodalite	ItemCustomLore	True	True	True	True	False	gem_sodalite = new ItemCustomLore().setUnlocalizedName("gem_sodalite").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":gem_sodalite")
gem_tantalium	formal	HbmItems	gem_tantalium	ItemCustomLore	True	True	True	True	False	gem_tantalium = new ItemCustomLore().setUnlocalizedName("gem_tantalium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":gem_tantalium")
gem_volcanic	formal	HbmItems	gem_volcanic	ItemCustomLore	True	True	True	True	False	gem_volcanic = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("gem_volcanic").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":gem_volcanic")
glitch	formal	HbmItems	glitch	ItemGlitch	False	True	True	True	False	glitch = new ItemGlitch().setUnlocalizedName("glitch").setMaxStackSize(1).setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":glitch_" + MainRegistry.polaroidID)
glowing_stew	formal	HbmItems	glowing_stew	ItemSoup	True	True	True	True	False	glowing_stew = new ItemSoup(6).setUnlocalizedName("glowing_stew").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":glowing_stew")
glyphid_gland	formal	HbmItems	glyphid_gland	ItemDisperser	True	True	True	True	False	glyphid_gland = new ItemDisperser().setUnlocalizedName("glyphid_gland").setContainerItem(ModItems.glyphid_gland_empty).setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":glyphid_gland")
glyphid_gland_empty	formal	HbmItems	glyphid_gland_empty	Item	False	False	True	True	False	glyphid_gland_empty = new Item().setUnlocalizedName("glyphid_gland_empty").setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":glyphid_gland")
glyphid_meat	formal	HbmItems	glyphid_meat	ItemLemon	True	True	True	True	False	glyphid_meat = new ItemLemon(3, 0.5F, true).setUnlocalizedName("glyphid_meat").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":glyphid_meat")
glyphid_meat_grilled	formal	HbmItems	glyphid_meat_grilled	ItemLemon	True	True	True	True	False	glyphid_meat_grilled = new ItemLemon(8, 0.75F, true).setPotionEffect(Potion.damageBoost.id, 180, 1, 1F).setUnlocalizedName("glyphid_meat_grilled").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":glyphid_meat_grilled")
goggles	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
grenade_extra	formal	HbmItems	grenade_extra	ItemGrenadeExtra	False	True	False	True	False	grenade_extra = new ItemGrenadeExtra().setUnlocalizedName("grenade_extra").setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":grenade_extra")
grenade_filling	formal	HbmItems	grenade_filling	ItemGrenadeFilling	False	True	False	True	False	grenade_filling = new ItemGrenadeFilling().setUnlocalizedName("grenade_filling").setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":grenade_filling")
grenade_fuze	formal	HbmItems	grenade_fuze	ItemGrenadeFuze	False	True	False	True	False	grenade_fuze = new ItemGrenadeFuze().setUnlocalizedName("grenade_fuze").setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":grenade_fuze")
grenade_shell	formal	HbmItems	grenade_shell	ItemGrenadeShell	False	True	False	True	False	grenade_shell = new ItemGrenadeShell().setUnlocalizedName("grenade_shell").setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":grenade_shell")
grenade_universal	formal	HbmItems	grenade_universal	ItemGrenadeUniversal	True	True	True	True	False	grenade_universal = new ItemGrenadeUniversal().setUnlocalizedName("grenade_universal").setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":grenade_universal")
gun_aberrator	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_aberrator_eott	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_am180	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_amat	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_amat_penance	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_amat_subtlety	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_autoshotgun	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_autoshotgun_heretic	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_autoshotgun_sexy	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_autoshotgun_shredder	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_b92	retired	deliberately removed legacy content	gun_b92	GunB92	True	True	True	True	False	gun_b92 = new GunB92().setUnlocalizedName("gun_b92").setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":gun_b92")
gun_b92_ammo	retired	deliberately removed legacy content	gun_b92_ammo	GunB92Cell	False	True	True	True	False	gun_b92_ammo = new GunB92Cell().setUnlocalizedName("gun_b92_ammo").setMaxStackSize(1).setCreativeTab(MainRegistry.weaponTab).setTextureName(RefStrings.MODID + ":gun_b92_ammo_alt")
gun_bolter	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_carbine	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_charge_thrower	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_chemthrower	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_coilgun	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_congolake	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_debug	retired	deliberately removed legacy content		UNRESOLVED	False	False	False	False	False	
gun_double_barrel	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_double_barrel_sacred_dragon	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_drill	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_fatman	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_fireext	retired	deliberately removed legacy content		UNRESOLVED	True	True	True	False	False	
gun_flamer	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_flamer_daybreaker	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_flamer_topaz	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_flaregun	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_folly	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_g3	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_g3_zebra	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_greasegun	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_hangman	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_heavy_revolver	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_heavy_revolver_lilmac	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_heavy_revolver_protege	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_henry	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_henry_lincoln	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_kit_1	retired	deliberately removed legacy content	gun_kit_1	ItemRepairKit	True	True	True	False	False	gun_kit_1 = new ItemRepairKit(10).setUnlocalizedName("gun_kit_1").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":gun_kit_1")
gun_kit_2	retired	deliberately removed legacy content	gun_kit_2	ItemRepairKit	True	True	True	False	False	gun_kit_2 = new ItemRepairKit(100).setUnlocalizedName("gun_kit_2").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":gun_kit_2")
gun_lag	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_laser_pistol	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_laser_pistol_morning_glory	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_laser_pistol_pew_pew	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_lasrifle	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_liberator	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_light_revolver	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_light_revolver_atlas	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_light_revolver_dani	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_m2	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_maresleg	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_maresleg_akimbo	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_maresleg_broken	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_mas36	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_minigun	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_minigun_dual	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_minigun_lacunae	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_missile_launcher	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_mk108	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_n_i_4_n_i	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_pa_melee	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_pa_ranged	retired	deliberately removed legacy content		UNRESOLVED	True	True	True	False	False	
gun_panzerschreck	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_pepperbox	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_quadro	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_spas12	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_star_f	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_star_f_akimbo	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_stg77	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_stinger	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_tau	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_tesla_cannon	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_uzi	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
gun_uzi_akimbo	retired	deliberately removed legacy content		UNRESOLVED	False	False	True	False	False	
hand_drill	formal	HbmItems	hand_drill	ItemTooling	True	True	True	True	False	hand_drill = new ItemTooling(ToolType.HAND_DRILL, 100).setUnlocalizedName("hand_drill")
hand_drill_desh	formal	HbmItems	hand_drill_desh	ItemTooling	True	True	True	True	False	hand_drill_desh = new ItemTooling(ToolType.HAND_DRILL, 0).setUnlocalizedName("hand_drill_desh")
hat	formal	HbmItems		UNRESOLVED	True	True	False	False	False	
hazmat_boots	formal	HbmItems	hazmat_boots	ArmorHazmat	True	True	True	True	False	hazmat_boots = new ArmorHazmat(MainRegistry.aMatHaz, 3, RefStrings.MODID + ":textures/armor/hazmat_1.png").setUnlocalizedName("hazmat_boots").setTextureName(RefStrings.MODID + ":hazmat_boots")
hazmat_boots_grey	formal	HbmItems	hazmat_boots_grey	ArmorHazmat	True	True	True	True	False	hazmat_boots_grey = new ArmorHazmat(MainRegistry.aMatHaz3, 3, RefStrings.MODID + ":textures/armor/hazmat_1_grey.png").cloneStats((ArmorFSB) hazmat_helmet_grey).setUnlocalizedName("hazmat_boots_grey").setTextureName(RefStrings.MODID + ":hazmat_boots_grey")
hazmat_boots_red	formal	HbmItems	hazmat_boots_red	ArmorHazmat	True	True	True	True	False	hazmat_boots_red = new ArmorHazmat(MainRegistry.aMatHaz2, 3, RefStrings.MODID + ":textures/armor/hazmat_1_red.png").setUnlocalizedName("hazmat_boots_red").setTextureName(RefStrings.MODID + ":hazmat_boots_red")
hazmat_cloth	formal	HbmItems	hazmat_cloth	Item	True	True	True	True	False	hazmat_cloth = new Item().setUnlocalizedName("hazmat_cloth").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":hazmat_cloth")
hazmat_cloth_grey	formal	HbmItems	hazmat_cloth_grey	Item	True	True	True	True	False	hazmat_cloth_grey = new Item().setUnlocalizedName("hazmat_cloth_grey").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":hazmat_cloth_grey")
hazmat_cloth_red	formal	HbmItems	hazmat_cloth_red	Item	True	True	True	True	False	hazmat_cloth_red = new Item().setUnlocalizedName("hazmat_cloth_red").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":hazmat_cloth_red")
hazmat_grey_kit	formal	HbmItems	hazmat_grey_kit	ItemStarterKit	True	True	True	True	False	hazmat_grey_kit = new ItemStarterKit().setUnlocalizedName("hazmat_grey_kit").setMaxStackSize(1).setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":hazmat_grey_kit")
hazmat_helmet	formal	HbmItems	hazmat_helmet	ArmorHazmatMask	True	True	True	True	False	hazmat_helmet = new ArmorHazmatMask(MainRegistry.aMatHaz, 0, RefStrings.MODID + ":textures/armor/hazmat_1.png").setUnlocalizedName("hazmat_helmet").setTextureName(RefStrings.MODID + ":hazmat_helmet")
hazmat_helmet_grey	formal	HbmItems	hazmat_helmet_grey	ArmorHazmatMask	True	True	True	True	False	hazmat_helmet_grey = new ArmorHazmatMask(MainRegistry.aMatHaz3, 0, "hbm:textures/models/ModelHazGrey.png") .setUnlocalizedName("hazmat_helmet_grey").setTextureName(RefStrings.MODID + ":hazmat_helmet_grey")
hazmat_helmet_red	formal	HbmItems	hazmat_helmet_red	ArmorHazmatMask	True	True	True	True	False	hazmat_helmet_red = new ArmorHazmatMask(MainRegistry.aMatHaz2, 0, "hbm:textures/models/ModelHazRed.png").setUnlocalizedName("hazmat_helmet_red").setTextureName(RefStrings.MODID + ":hazmat_helmet_red")
hazmat_kit	formal	HbmItems	hazmat_kit	ItemStarterKit	True	True	True	True	False	hazmat_kit = new ItemStarterKit().setUnlocalizedName("hazmat_kit").setMaxStackSize(1).setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":hazmat_kit")
hazmat_legs	formal	HbmItems	hazmat_legs	ArmorHazmat	True	True	True	True	False	hazmat_legs = new ArmorHazmat(MainRegistry.aMatHaz, 2, RefStrings.MODID + ":textures/armor/hazmat_2.png").setUnlocalizedName("hazmat_legs").setTextureName(RefStrings.MODID + ":hazmat_legs")
hazmat_legs_grey	formal	HbmItems	hazmat_legs_grey	ArmorHazmat	True	True	True	True	False	hazmat_legs_grey = new ArmorHazmat(MainRegistry.aMatHaz3, 2, RefStrings.MODID + ":textures/armor/hazmat_2_grey.png").cloneStats((ArmorFSB) hazmat_helmet_grey).setUnlocalizedName("hazmat_legs_grey").setTextureName(RefStrings.MODID + ":hazmat_legs_grey")
hazmat_legs_red	formal	HbmItems	hazmat_legs_red	ArmorHazmat	True	True	True	True	False	hazmat_legs_red = new ArmorHazmat(MainRegistry.aMatHaz2, 2, RefStrings.MODID + ":textures/armor/hazmat_2_red.png").setUnlocalizedName("hazmat_legs_red").setTextureName(RefStrings.MODID + ":hazmat_legs_red")
hazmat_paa_boots	formal	HbmItems	hazmat_paa_boots	ArmorHazmat	True	True	True	True	False	hazmat_paa_boots = new ArmorHazmat(MainRegistry.aMatPaa, 3, RefStrings.MODID + ":textures/armor/hazmat_paa_1.png").cloneStats((ArmorFSB) hazmat_paa_helmet).setUnlocalizedName("hazmat_paa_boots").setTextureName(RefStrings.MODID + ":hazmat_paa_boots")
hazmat_paa_helmet	formal	HbmItems	hazmat_paa_helmet	ArmorHazmatMask	True	True	True	True	False	hazmat_paa_helmet = new ArmorHazmatMask(MainRegistry.aMatPaa, 0, RefStrings.MODID + ":textures/armor/hazmat_paa_1.png") .setUnlocalizedName("hazmat_paa_helmet").setTextureName(RefStrings.MODID + ":hazmat_paa_helmet")
hazmat_paa_legs	formal	HbmItems	hazmat_paa_legs	ArmorHazmat	True	True	True	True	False	hazmat_paa_legs = new ArmorHazmat(MainRegistry.aMatPaa, 2, RefStrings.MODID + ":textures/armor/hazmat_paa_2.png").cloneStats((ArmorFSB) hazmat_paa_helmet).setUnlocalizedName("hazmat_paa_legs").setTextureName(RefStrings.MODID + ":hazmat_paa_legs")
hazmat_paa_plate	formal	HbmItems	hazmat_paa_plate	ArmorHazmat	True	True	True	True	False	hazmat_paa_plate = new ArmorHazmat(MainRegistry.aMatPaa, 1, RefStrings.MODID + ":textures/armor/hazmat_paa_1.png").cloneStats((ArmorFSB) hazmat_paa_helmet).setUnlocalizedName("hazmat_paa_plate").setTextureName(RefStrings.MODID + ":hazmat_paa_plate")
hazmat_plate	formal	HbmItems	hazmat_plate	ArmorHazmat	True	True	True	True	False	hazmat_plate = new ArmorHazmat(MainRegistry.aMatHaz, 1, RefStrings.MODID + ":textures/armor/hazmat_1.png").setUnlocalizedName("hazmat_plate").setTextureName(RefStrings.MODID + ":hazmat_plate")
hazmat_plate_grey	formal	HbmItems	hazmat_plate_grey	ArmorHazmat	True	True	True	True	False	hazmat_plate_grey = new ArmorHazmat(MainRegistry.aMatHaz3, 1, RefStrings.MODID + ":textures/armor/hazmat_1_grey.png").cloneStats((ArmorFSB) hazmat_helmet_grey).setUnlocalizedName("hazmat_plate_grey").setTextureName(RefStrings.MODID + ":hazmat_plate_grey")
hazmat_plate_red	formal	HbmItems	hazmat_plate_red	ArmorHazmat	True	True	True	True	False	hazmat_plate_red = new ArmorHazmat(MainRegistry.aMatHaz2, 1, RefStrings.MODID + ":textures/armor/hazmat_1_red.png").setUnlocalizedName("hazmat_plate_red").setTextureName(RefStrings.MODID + ":hazmat_plate_red")
hazmat_red_kit	formal	HbmItems	hazmat_red_kit	ItemStarterKit	True	True	True	True	False	hazmat_red_kit = new ItemStarterKit().setUnlocalizedName("hazmat_red_kit").setMaxStackSize(1).setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":hazmat_red_kit")
heart_booster	formal	HbmItems	heart_booster	ItemModHealth	True	True	True	True	False	heart_booster = new ItemModHealth(40F).setUnlocalizedName("heart_booster").setTextureName(RefStrings.MODID + ":heart_booster")
heart_container	formal	HbmItems	heart_container	ItemModHealth	True	True	True	True	False	heart_container = new ItemModHealth(20F).setUnlocalizedName("heart_container").setTextureName(RefStrings.MODID + ":heart_container")
heart_fab	formal	HbmItems	heart_fab	ItemModHealth	True	True	True	True	False	heart_fab = new ItemModHealth(60F).setUnlocalizedName("heart_fab").setTextureName(RefStrings.MODID + ":heart_fab")
heart_piece	formal	HbmItems	heart_piece	ItemModHealth	True	True	True	True	False	heart_piece = new ItemModHealth(5F).setUnlocalizedName("heart_piece").setTextureName(RefStrings.MODID + ":heart_piece")
hev_battery	formal	HbmBlocks.hev_battery_block + BlockItem (renamed namespace collision)	hev_battery	ItemFusionCore	True	True	True	True	True	hev_battery = new ItemFusionCore(150000).setUnlocalizedName("hev_battery").setMaxStackSize(4).setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":hev_battery")
hev_boots	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
hev_helmet	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
hev_legs	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
hev_plate	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
holotape_damaged	formal	HbmItems	holotape_damaged	Item	True	True	True	False	False	holotape_damaged = new Item().setUnlocalizedName("holotape_damaged").setCreativeTab(null).setTextureName(RefStrings.MODID + ":holotape_damaged")
holotape_image	formal	HbmItems	holotape_image	ItemHolotapeImage	False	False	True	True	False	holotape_image = new ItemHolotapeImage().setUnlocalizedName("holotape_image").setCreativeTab(null).setTextureName(RefStrings.MODID + ":holotape")
horseshoe_magnet	formal	HbmItems	horseshoe_magnet	ItemModLodestone	True	True	True	True	False	horseshoe_magnet = new ItemModLodestone(8).setUnlocalizedName("horseshoe_magnet").setTextureName(RefStrings.MODID + ":horseshoe_magnet")
icf_pellet	formal	HbmItems	icf_pellet	ItemICFPellet	True	True	True	True	False	icf_pellet = new ItemICFPellet().setUnlocalizedName("icf_pellet").setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":icf_pellet")
icf_pellet_depleted	formal	HbmItems	icf_pellet_depleted	Item	True	True	True	True	False	icf_pellet_depleted = new Item().setUnlocalizedName("icf_pellet_depleted").setCreativeTab(MainRegistry.controlTab).setMaxStackSize(1).setTextureName(RefStrings.MODID + ":icf_pellet_depleted")
icf_pellet_empty	formal	HbmItems	icf_pellet_empty	Item	True	True	True	True	False	icf_pellet_empty = new Item().setUnlocalizedName("icf_pellet_empty").setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":icf_pellet_empty")
igniter	formal	HbmItems	igniter	ItemCustomLore	False	True	True	True	False	igniter = new ItemCustomLore().setUnlocalizedName("igniter").setMaxStackSize(1).setFull3D().setCreativeTab(MainRegistry.nukeTab).setTextureName(RefStrings.MODID + ":trigger")
industrial_magnet	formal	HbmItems	industrial_magnet	ItemModLodestone	True	True	True	True	False	industrial_magnet = new ItemModLodestone(12).setUnlocalizedName("industrial_magnet").setTextureName(RefStrings.MODID + ":industrial_magnet")
inf_water	formal	HbmItems	inf_water	ItemInfiniteFluid	True	True	True	True	False	inf_water = new ItemInfiniteFluid(Fluids.WATER, 50).setUnlocalizedName("inf_water").setMaxStackSize(1).setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":inf_water")
inf_water_mk2	formal	HbmItems	inf_water_mk2	ItemInfiniteFluid	True	True	True	True	False	inf_water_mk2 = new ItemInfiniteFluid(Fluids.WATER, 500).setUnlocalizedName("inf_water_mk2").setMaxStackSize(1).setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":inf_water_mk2")
ingot_actinium	formal	HbmItems dynamic material/specialized registration	ingot_actinium	ItemCustomLore	True	True	True	True	False	ingot_actinium = new ItemCustomLore().setUnlocalizedName("ingot_actinium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_actinium")
ingot_aluminium	formal	HbmItems	ingot_aluminium	Item	True	True	True	True	False	ingot_aluminium = new Item().setUnlocalizedName("ingot_aluminium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_aluminium")
ingot_am_mix	formal	HbmItems dynamic material/specialized registration	ingot_am_mix	Item	True	True	True	True	False	ingot_am_mix = new Item().setUnlocalizedName("ingot_am_mix").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_am_mix")
ingot_am241	formal	HbmItems dynamic material/specialized registration	ingot_am241	Item	True	True	True	True	False	ingot_am241 = new Item().setUnlocalizedName("ingot_am241").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_am241")
ingot_am242	formal	HbmItems dynamic material/specialized registration	ingot_am242	Item	True	True	True	True	False	ingot_am242 = new Item().setUnlocalizedName("ingot_am242").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_am242")
ingot_americium_fuel	formal	HbmItems dynamic material/specialized registration	ingot_americium_fuel	Item	True	True	True	True	False	ingot_americium_fuel = new Item().setUnlocalizedName("ingot_americium_fuel").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_americium_fuel")
ingot_arsenic	formal	HbmItems dynamic material/specialized registration	ingot_arsenic	ItemCustomLore	True	True	True	True	False	ingot_arsenic = new ItemCustomLore().setUnlocalizedName("ingot_arsenic").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_arsenic")
ingot_arsenic_bronze	formal	HbmItems dynamic material/specialized registration	ingot_arsenic_bronze	Item	True	True	True	True	False	ingot_arsenic_bronze = new Item().setUnlocalizedName("ingot_arsenic_bronze").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_arsenic_bronze")
ingot_asbestos	formal	HbmItems	ingot_asbestos	ItemCustomLore	True	True	True	True	False	ingot_asbestos = new ItemCustomLore().setUnlocalizedName("ingot_asbestos").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_asbestos")
ingot_au198	formal	HbmItems	ingot_au198	Item	True	True	True	True	False	ingot_au198 = new Item().setUnlocalizedName("ingot_au198").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_au198")
ingot_australium	formal	HbmItems dynamic material/specialized registration	ingot_australium	ItemCustomLore	True	True	True	True	False	ingot_australium = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("ingot_australium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_australium")
ingot_bakelite	formal	HbmItems dynamic material/specialized registration	ingot_bakelite	ItemCustomLore	True	True	True	True	False	ingot_bakelite = new ItemCustomLore().setUnlocalizedName("ingot_bakelite").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_bakelite")
ingot_beryllium	formal	HbmItems	ingot_beryllium	Item	True	True	True	True	False	ingot_beryllium = new Item().setUnlocalizedName("ingot_beryllium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_beryllium")
ingot_biorubber	formal	HbmItems dynamic material/specialized registration	ingot_biorubber	ItemCustomLore	True	True	True	True	False	ingot_biorubber = new ItemCustomLore().setUnlocalizedName("ingot_biorubber").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_biorubber")
ingot_bismuth	formal	HbmItems dynamic material/specialized registration	ingot_bismuth	ItemCustomLore	True	True	True	True	False	ingot_bismuth = new ItemCustomLore().setUnlocalizedName("ingot_bismuth").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_bismuth")
ingot_bismuth_bronze	formal	HbmItems dynamic material/specialized registration	ingot_bismuth_bronze	Item	True	True	True	True	False	ingot_bismuth_bronze = new Item().setUnlocalizedName("ingot_bismuth_bronze").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_bismuth_bronze")
ingot_boron	formal	HbmItems	ingot_boron	Item	True	True	True	True	False	ingot_boron = new Item().setUnlocalizedName("ingot_boron").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_boron")
ingot_bscco	formal	HbmItems dynamic material/specialized registration	ingot_bscco	Item	True	True	True	True	False	ingot_bscco = new Item().setUnlocalizedName("ingot_bscco").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_bscco")
ingot_c4	formal	HbmItems	ingot_c4	ItemLemon	True	True	True	True	False	ingot_c4 = new ItemLemon(4, 5, true).setUnlocalizedName("ingot_c4").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ingot_c4")
